displayName                                                                                                                                                                              detailedDescription                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         caption                                                                                description                                                                            documentLink                                                                                                                                                                                 id                                    label                                                                                                                                            learnMoreLink                                                                                                                                                                  recommendationImpact  retirementDate  retirementFeatureName  supportedResourceType
Classic VMware protection is being retired                                                                                                                                               Classic VMware protection is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Transition to the modernized experience                                                Transition to the modernized experience                                               https://learn.microsoft.com/azure/site-recovery/move-from-classic-to-modernized-vmware-disaster-recovery                                                                                     67354030-fcfb-481b-8b6f-02279264493b  Classic VMware protection is being retired                                                                                                       https://azure.microsoft.com/updates/classic-vmware-dr-deprecation/                                                                                                             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
HDInsight requires using Transport Layer Security (TLS) 1.2 or later                                                                                                                     HDInsight is moving toward requiring the use of the Transport Layer Security (TLS) 1.2 or later                                                                                                                                                                                                                                                                                                                                                                                                                                                             Configure TLS 1.2 protocol or higher                                                   Configure TLS 1.2 protocol or higher                                                   https://azure.microsoft.com/updates/?id=478939                                                                                                                                               8450869f-9a1d-420b-be08-ec7b09e67d5c  HDInsight requires using Transport Layer Security (TLS) 1.2 or later                                                                             https://azure.microsoft.com/updates/?id=478939                                                                                                                                 Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Availability Tests requires using Transport Layer Security (TLS) 1.2 or later                                                                                                            Availability Tests is moving toward requiring the use of the Transport Layer Security (TLS) 1.2 or later                                                                                                                                                                                                                                                                                                                                                                                                                                                    Configure TLS 1.2 protocol or higher                                                   Configure TLS 1.2 protocol or higher                                                   https://learn.microsoft.com/azure/azure-monitor/app/availability?tabs=standard#deprecating-tls-configuration                                                                                 a0b8c6d8-88fb-42a4-a01c-f80a511f08a3  Availability Tests requires using Transport Layer Security (TLS) 1.2 or later                                                                    https://learn.microsoft.com/azure/azure-monitor/app/availability?tabs=standard#deprecating-tls-configuration                                                                   Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure Resource Manager requires using Transport Layer Security (TLS) 1.2 or later                                                                                                        Azure Resource Manager is moving toward requiring the use of the Transport Layer Security (TLS) 1.2 or later                                                                                                                                                                                                                                                                                                                                                                                                                                                Configure TLS 1.2 protocol or higher                                                   Configure TLS 1.2 protocol or higher                                                   https://learn.microsoft.com/azure/azure-resource-manager/management/tls-support                                                                                                              a0c8fbe7-24fe-4c1e-bfd5-071e5f87dab9  Azure Resource Manager requires using Transport Layer Security (TLS) 1.2 or later                                                                https://learn.microsoft.com/azure/azure-resource-manager/management/tls-support                                                                                                Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
CLI v1 (Azure Machine Learning) is being retired                                                                                                                                         CLI v1 (Azure Machine Learning) is being retired                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Upgrade to v2                                                                          Upgrade to v2                                                                          https://docs.microsoft.com/azure/machine-learning/how-to-migrate-from-v1                                                                                                                     a0fab7cd-dd21-4cd1-877d-b77d1bea2b2e  CLI v1 (Azure Machine Learning) is being retired                                                                                                 https://docs.microsoft.com/azure/machine-learning/how-to-migrate-from-v1                                                                                                       Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
ITSM connector for ServiceNow Alerts is being retired                                                                                                                                    ITSM connector for ServiceNow Alerts is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      Stop using ITSM connector                                                              Stop using ITSM connector                                                              https://learn.microsoft.com/azure/azure-monitor/alerts/itsmc-overview                                                                                                                        a3f7d37c-7bae-49f1-be9d-12587cc70bee  ITSM connector for ServiceNow Alerts is being retired                                                                                            https://learn.microsoft.com/azure/azure-monitor/alerts/itsmc-overview                                                                                                          Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
2017-01-01-(GA) API (Azure Container Registry) is being retired                                                                                                                          2017-01-01-(GA) API (Azure Container Registry) is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Move to a newer version                                                                Move to a newer version                                                                https://learn.microsoft.com/azure/templates/microsoft.containerregistry/allversions                                                                                                          a5c46a88-2122-498c-a3c6-00d333698e2c  2017-01-01-(GA) API (Azure Container Registry) is being retired                                                                                  https://azure.microsoft.com/updates/we-re-ending-support-for-the-20170301ga-api/                                                                                               Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Virtual machines in NCv3-series is being retired.                                                                                                                                        To avoid any disruption to your service, we recommend that you change the VM sizing for your workloads from the current NCv3-series VMs to the newer VM series in the same NC product line.                                                                                                                                                                                                                                                                                                                                                                 Evaluate the other virtual machines option                                             Evaluate the other virtual machines option                                             https://aka.ms/nc24rsv3migrationguide                                                                                                                                                        1c5fb9ab-77aa-4298-9caf-2a38f9feecdb  Virtual machines in NCv3-series is being retired.                                                                                                https://azure.microsoft.com/updates?id=standardnc6sv3-standardnc12sv3-and-standardnc24sv3-azure-virtual-machines-will-be-retired-on-september-30-2025                          Medium                <nil>           <nil>                  microsoft.compute/virtualmachines
Event Grid requires using TLS 1.2 or later                                                                                                                                               Support for TLS 1.0 and TLS 1.1 ends on the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Use TLS 1.2 or later                                                                   Use TLS 1.2 or later                                                                   https://go.microsoft.com/fwlink/?linkid=2282034                                                                                                                                              2cbab16d-94e4-47ea-b91e-5e8ad06e007e  Event Grid requires using TLS 1.2 or later                                                                                                       https://azure.microsoft.com/updates?id=TLS-changes-for-Azure-Event-Grid                                                                                                        High                  <nil>           <nil>                  microsoft.eventgrid/domains
Support for  Azure Database for PostgreSQL Flexible Server version 11 is being retired.                                                                                                  Upgrade your PostgreSQL 11 database servers to version 13 or later                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Upgrade your PostgreSQL 11 database servers                                            Upgrade your PostgreSQL 11 database servers                                            https://learn.microsoft.com/azure/postgresql/flexible-server/concepts-version-policy?WT.mc_id=Portal-AppInsightsExtension#postgresql-11-support                                              49b73d1f-caf4-47ca-899e-5214af89827c  Support for  Azure Database for PostgreSQL Flexible Server version 11 is being retired.                                                          https://learn.microsoft.com/azure/postgresql/flexible-server/concepts-version-policy?WT.mc_id=Portal-AppInsightsExtension#postgresql-11-support                                Medium                <nil>           <nil>                  microsoft.dbforpostgresql/flexibleservers
Event Grid requires using TLS 1.2 or later                                                                                                                                               Support for TLS 1.0 and TLS 1.1 ends on the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Use TLS 1.2 or later                                                                   Use TLS 1.2 or later                                                                   https://go.microsoft.com/fwlink/?linkid=2282242                                                                                                                                              64f39d77-dca5-479a-b2d8-916d24fe9a61  Event Grid requires using TLS 1.2 or later                                                                                                       https://azure.microsoft.com/updates?id=TLS-changes-for-Azure-Event-Grid                                                                                                        High                  <nil>           <nil>                  microsoft.eventgrid/namespaces
Azure HPC Cache is being retired.                                                                                                                                                        Modify the existing workflows to no longer include Azure HPC Cache                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Remove all HPC Cache resources from the subscription                                   Remove all HPC Cache resources from the subscription                                   https://azure.microsoft.com/updates?id=hpccacheretirement                                                                                                                                    8e0d3259-067c-4f95-8559-95654a4d3eff  Azure HPC Cache is being retired.                                                                                                                https://azure.microsoft.com/updates?id=hpccacheretirement                                                                                                                      Medium                <nil>           <nil>                  microsoft.storagecache/caches
Event Grid requires using TLS 1.2 or later                                                                                                                                               Support for TLS 1.0 and TLS 1.1 ends on the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Use TLS 1.2 or later                                                                   Use TLS 1.2 or later                                                                   https://go.microsoft.com/fwlink/?linkid=2282242                                                                                                                                              b91050c5-907e-4ab7-8216-70bb36dc4360  Event Grid requires using TLS 1.2 or later                                                                                                       https://azure.microsoft.com/updates?id=TLS-changes-for-Azure-Event-Grid                                                                                                        High                  <nil>           <nil>                  microsoft.eventgrid/partnernamespaces
Application Gateway V1 is being retired.                                                                                                                                                 The platform encourages you to make the switch to Application Gateway V2 to avoid potential disruptions.                                                                                                                                                                                                                                                                                                                                                                                                                                                    Transition to Application Gateway V2                                                   Transition to Application Gateway V2                                                   https://learn.microsoft.com/azure/application-gateway/migrate-v1-v2                                                                                                                          a62f1141-8da0-4e23-a953-eaaa7b8bc475  Application Gateway V1 is being retired.                                                                                                         https://azure.microsoft.com/updates?id=application-gateway-v1-will-be-retired-on-28-april-2026-transition-to-application-gateway-v2                                            Medium                <nil>           <nil>                  microsoft.network/applicationgateways
AI Services Anomaly Detector is being retired.                                                                                                                                           Until the retirement date, continue use of AI Services Anomaly Detector resources.                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Plan the  transition out of the product                                                Plan the  transition out of the product                                                https://azure.microsoft.com/updates?id=ai-services-anomaly-detector-will-be-retired-on-1-october-2026                                                                                        e0e84b83-8be3-48d6-91bf-730d1d5fd745  AI Services Anomaly Detector is being retired.                                                                                                   https://azure.microsoft.com/updates?id=ai-services-anomaly-detector-will-be-retired-on-1-october-2026                                                                          Medium                <nil>           <nil>                  microsoft.cognitiveservices/accounts
AI Services Personalizer is being retired.                                                                                                                                               You can no longer use AI Services Personalizer with the applications after the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                             Migrate off of Azure Personalizer                                                      Migrate off of Azure Personalizer                                                      https://azure.microsoft.com/updates?id=ai-services-personalizer-will-be-retired-on-1-october-2026                                                                                            d4f522ba-0646-4c73-8ca6-7636f7ad119c  AI Services Personalizer is being retired.                                                                                                       https://azure.microsoft.com/updates?id=ai-services-personalizer-will-be-retired-on-1-october-2026                                                                              Medium                <nil>           <nil>                  microsoft.cognitiveservices/accounts
Event Grid requires using TLS 1.2 or later                                                                                                                                               Support for TLS 1.0 and TLS 1.1 ends on the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Use TLS 1.2 or later                                                                   Use TLS 1.2 or later                                                                   https://go.microsoft.com/fwlink/?linkid=2282034                                                                                                                                              ef89da0a-b5d9-4f20-adfb-defbb7f6c1a4  Event Grid requires using TLS 1.2 or later                                                                                                       https://azure.microsoft.com/updates?id=TLS-changes-for-Azure-Event-Grid                                                                                                        High                  <nil>           <nil>                  microsoft.eventgrid/topics
HDInsight 4.0 is being retired                                                                                                                                                           Customers running HDInsight 4.0 no longer receive support and no new clusters can be created after the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                     Migrate to HDInsight 5.1                                                               Migrate to HDInsight 5.1                                                               https://azure.microsoft.com/updates?id=azure-hdinsight-40-will-be-retired-on-31-march-2025-migrate-your-hdinsight-clusters-to-51                                                             32b83a78-f586-425a-afd2-52accec61d65  HDInsight 4.0 is being retired                                                                                                                   https://azure.microsoft.com/updates?id=azure-hdinsight-40-will-be-retired-on-31-march-2025-migrate-your-hdinsight-clusters-to-51                                               High                  <nil>           <nil>                  microsoft.hdinsight/clusters
Azure API for FHIR is being retired.                                                                                                                                                     To avoid potential disruptions, migrate to Azure Health Data Services                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Migrate to Azure Health Data Services                                                  Migrate to Azure Health Data Services                                                  https://learn.microsoft.com/azure/healthcare-apis/fhir/migration-strategies                                                                                                                  61f4820a-997b-4690-a323-8c7df26271c8  Azure API for FHIR is being retired.                                                                                                             https://azure.microsoft.com/updates?id=azure-api-for-fhir-retirement                                                                                                           Medium                <nil>           <nil>                  microsoft.healthcareapis/services
Azure Remote Rendering is being retired.                                                                                                                                                 Subscriptions that don't have an existing Remote Rendering account cannot create Remote Rendering accounts. On the retirement date, all Remote Rendering accounts are deleted and the service stops functioning.                                                                                                                                                                                                                                                                                                                                            Stop usage and delete the Remote Rendering account                                     Stop usage and delete the Remote Rendering account                                     https://azure.microsoft.com/updates?id=azure-remote-rendering-retirement                                                                                                                     7846b4ab-a8e1-4270-9086-653fa0f8c286  Azure Remote Rendering is being retired.                                                                                                         https://azure.microsoft.com/updates?id=azure-remote-rendering-retirement                                                                                                       Medium                <nil>           <nil>                  microsoft.mixedreality/remoterenderingaccounts
Azure Cache for Redis requires TLS 1.2 or later                                                                                                                                          Azure Cache for Redis is moving toward requiring the use of the TLS 1.2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     The applications must use TLS 1.2 or later                                             The applications must use TLS 1.2 or later                                             https://learn.microsoft.com/azure/azure-cache-for-redis/cache-remove-tls-10-11?WT.mc_id=Portal-AppInsightsExtension                                                                          7d52ea61-38f4-4be4-aee5-93063129458d  Azure Cache for Redis requires TLS 1.2 or later                                                                                                  https://learn.microsoft.com/azure/azure-cache-for-redis/cache-remove-tls-10-11?WT.mc_id=Portal-AppInsightsExtension                                                            High                  <nil>           <nil>                  microsoft.cache/redis
Standard and High-Performance VPN Gateway SKUs are being retired.                                                                                                                        Because of the retirement of Basic IP that the Standard and High-Performance SKUs only accept, we are retiring these SKUs.                                                                                                                                                                                                                                                                                                                                                                                                                                  Gateways will be automatically upgraded                                                Gateways will be automatically upgraded                                                https://go.microsoft.com/fwlink/?linkid=2249970                                                                                                                                              96e232d0-9b01-4e96-8c24-f9160ba3535a  Standard and High-Performance VPN Gateway SKUs are being retired.                                                                                https://azure.microsoft.com/updates?id=standard-and-highperformance-vpn-gateway-skus-will-be-retired-on-30-september-2025                                                      Medium                <nil>           <nil>                  microsoft.network/virtualnetworkgateways
AI Services Metrics Advisor is being retired.                                                                                                                                            After the retirement date, you can no longer use AI Services Metrics Advisor with the applications.                                                                                                                                                                                                                                                                                                                                                                                                                                                         Migrate off of AI Services Metrics Advisor                                             Migrate off of AI Services Metrics Advisor                                             https://azure.microsoft.com/updates?id=ai-services-metrics-advisor-will-be-retired-on-1-october-2026                                                                                         8dca8881-92ae-480a-aa8c-0933efdf9e02  AI Services Metrics Advisor is being retired.                                                                                                    https://azure.microsoft.com/updates?id=ai-services-metrics-advisor-will-be-retired-on-1-october-2026                                                                           Medium                <nil>           <nil>                  microsoft.cognitiveservices/accounts
Azure Spring Apps is being retired.                                                                                                                                                      New customers are no longer be able to sign up for the service, existing customers remain operational until the plans are retired.                                                                                                                                                                                                                                                                                                                                                                                                                          Transition to Azure Container Apps                                                     Transition to Azure Container Apps                                                     https://learn.microsoft.com/azure/spring-apps/basic-standard/retirement-announcement                                                                                                         eb6696fd-8e19-45c7-8679-7b40c398f07b  Azure Spring Apps is being retired.                                                                                                              https://azure.microsoft.com/updates?id=Azure-Spring-Apps-will-be-retired-on-March-31-2028                                                                                      High                  <nil>           <nil>                  microsoft.appplatform/spring
Standard_M192ids_v2 is being retired.                                                                                                                                                    Workloads running Standard_M192ids_v2 are deleted and associated application data is lost.                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Migrate to the selected replacement product                                            Migrate to the selected replacement product                                            https://learn.microsoft.com/azure/virtual-machines/msv2-mdsv2-isolated-retirement                                                                                                            06e322e4-61bd-4399-8074-09eef9272950  Standard_M192ids_v2 is being retired.                                                                                                            https://azure.microsoft.com/updates?id=community-support-for-standardm192idsv2-is-ending-on-31-march-2027                                                                      Medium                <nil>           <nil>                  microsoft.compute/virtualmachines
Standard_M192is_v2 is being retired.                                                                                                                                                     Workloads running Standard_M192is_v2 are deleted and associated application data is lost.                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Migrate to the selected replacement product                                            Migrate to the selected replacement product                                            https://learn.microsoft.com/azure/virtual-machines/msv2-mdsv2-isolated-retirement                                                                                                            046927b3-bbf7-460d-86fc-d2b10f7f5f00  Standard_M192is_v2 is being retired.                                                                                                             https://azure.microsoft.com/updates?id=community-support-for-standardm192isv2-is-ending-on-31-march-2027                                                                       Medium                <nil>           <nil>                  microsoft.compute/virtualmachines
HDInsight 5.0 is being retired                                                                                                                                                           Customers running HDInsight 5.0 no longer receive support.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Migrate the HDInsight 5.0 clusters to HDInsight 5.1                                    Migrate the HDInsight 5.0 clusters to HDInsight 5.1                                    https://azure.microsoft.com/updates?id=hdinsight5retire                                                                                                                                      f0466e91-184d-4a0d-8e18-25c1cf7a4c1c  HDInsight 5.0 is being retired                                                                                                                   https://azure.microsoft.com/updates?id=hdinsight5retire                                                                                                                        High                  <nil>           <nil>                  microsoft.hdinsight/clusters
SMART on FHIR proxy feature in Azure Health Data Services is being retired.                                                                                                              Applications relying on SMART on FHIR proxy report errors in accessing the FHIR service after the retirement date.                                                                                                                                                                                                                                                                                                                                                                                                                                          Transition to the SMART on FHIR (Enhanced)                                             Transition to the SMART on FHIR (Enhanced)                                             https://learn.microsoft.com/azure/healthcare-apis/fhir/smart-on-fhir                                                                                                                         d649a10e-87a5-4f0d-b9f8-eb21f8b17064  SMART on FHIR proxy feature in Azure Health Data Services is being retired.                                                                      https://azure.microsoft.com/updates?id=smart-on-fhir-proxy-feature-in-azure-health-data-services-will-be-retired-on-21st-september-2026-transition-to-smart-on-fhir            Medium                <nil>           <nil>                  microsoft.healthcareapis/workspaces/fhirservices
Standard_M192idms_v2 is being retired.                                                                                                                                                   Workloads running Standard_M192idms_v2 are deleted and associated application data is lost.                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Migrate to Standard_M176ds_4_v3 product                                                Migrate to Standard_M176ds_4_v3 product                                                https://learn.microsoft.com/azure/virtual-machines/msv2-mdsv2-isolated-retirement                                                                                                            e1c591d0-5ccb-4aca-91d7-b41b6924da8c  Standard_M192idms_v2 is being retired.                                                                                                           https://azure.microsoft.com/updates?id=support-for-standardm192idmsv2-will-be-retired-on-31-march-2027                                                                         Medium                <nil>           <nil>                  microsoft.compute/virtualmachines
Standard_NC24rs_v3 virtual machine (VM) size in NCv3-series is being retired.                                                                                                            To avoid any disruption to your service, we recommend that you change the VM sizing for your workloads from the current Standard_NC24rs_v3 to the newer VM series in the same NC product line.                                                                                                                                                                                                                                                                                                                                                              Evaluate the other virtual machines option                                             Evaluate the other virtual machines option                                             https://aka.ms/nc24rsv3migrationguide                                                                                                                                                        89496618-9e41-49e3-9db1-d08d61d9e820  Standard_NC24rs_v3 virtual machine (VM) size in NCv3-series is being retired.                                                                    https://azure.microsoft.com/updates?id=standardnc24rsv3-virtual-machines-will-be-retired-on-march-31st-2025                                                                    High                  <nil>           <nil>                  microsoft.compute/virtualmachines
