displayName                                                                                           detailedDescription                                                                                                                                                                                                                                                                                                                                                                                                               caption                                                                                              description                                                                                          documentLink                                                                                                                                                                                 id                                    label                                                                                                 learnMoreLink                                                                                                                                                                                          recommendationImpact  retirementDate  retirementFeatureName  supportedResourceType
Azure AI Document Intelligence v2.0 API                                                               Azure AI Document Intelligence v2.0 API is retiring. Transition to Azure AI Document Intelligence v3.1 API.                                                                                                                                                                                                                                                                                                                       Upgrade to newer version                                                                             Upgrade to newer version                                                                             https://aka.ms/doc-intelligence/migration                                                                                                                                                    28eea5a8-16a5-4e1a-94ef-3c967983e932  v2.0 API (Azure AI Document Intelligence) is being retired                                            https://azure.microsoft.com/updates/retirement-azure-ai-document-intelligence-v20-api-will-be-retired-on-31-august-2026/                                                                               Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure Maps Native SDK is being retired                                                                Azure Maps Native SDK for Android and iOS is retiring.                                                                                                                                                                                                                                                                                                                                                                            Migrate from the Azure Maps Android SDK to the Web SDK                                               Migrate from the Azure Maps Android SDK to the Web SDK                                               https://learn.microsoft.com/azure/azure-maps/android-sdk-migration-guide                                                                                                                     30b534de-7358-4361-bdce-5291a6e13c24  Native SDK is being retired                                                                           https://azure.microsoft.com/updates/azure-maps-native-sdk-for-android-and-ios-will-be-retired-on-31-march-2025-transition-to-use-web-view-of-azure-maps-web-sdk/                                       Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure Maps Render V1 APIs is being retired                                                            Azure Maps Render V1 APIs is retiring, transition to Azure Maps Render V2 APIs.                                                                                                                                                                                                                                                                                                                                                   Upgrade to Azure Maps Render V2 APIs                                                                 Upgrade to Azure Maps Render V2 APIs                                                                 https://azure.microsoft.com/updates/azure-maps-render-v1-apis-will-be-retired-on-17-september-2026/                                                                                          535d4280-cfc2-4dad-a8ab-2beef1473cb9  Render V1 APIs is being retired                                                                       https://azure.microsoft.com/updates/azure-maps-render-v1-apis-will-be-retired-on-17-september-2026/                                                                                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
API Key (Application Insights) is being retired                                                       API keys used to stream live metrics telemetry into application insights are retiring. After that date, applications that use API keys no longer send telemetry data to your application insights resource.                                                                                                                                                                                                                       Switch to Azure AD authentication for application insights                                           Switch to Azure AD authentication for application insights                                           https://aka.ms/aad-appinsights                                                                                                                                                               a4e35476-fd4f-4a51-94bc-ec26915f923f  API Key (Application Insights) is being retired                                                       https://azure.microsoft.com/updates/switch-to-azure-ad-authentication-for-application-insights-by-30-september-2025/                                                                                   Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Monitoring Support (AKS-Engine) is being retired                                                      AKS-Engine is retiring. With this retirement, Azure Monitor users will no longer have access to the UX support, portal experience, or monitoring agent for any applications hosted on AKS-Engine.                                                                                                                                                                                                                                 Enable monitoring for Kubernetes clusters                                                            Enable monitoring for Kubernetes clusters                                                            https://learn.microsoft.com/azure/azure-monitor/containers/kubernetes-monitoring-enable?tabs=cli                                                                                             affb5d76-a7fb-4b4c-a67d-c32dc5be1cc4  Monitoring Support (AKS-Engine) is being retired                                                      https://azure.microsoft.com/updates/azure-monitor-for-aksengine-will-not-be-supported-on-14-september-2026/                                                                                            Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Legacy MFA and SSPR policies for authentication are being retired                                     Because the authentication methods policy for Azure Active Directory centrally manages methods for MFA and self-service password reset (SSPR), we are retiring the ability to manage authentication methods in the legacy MFA and SSPR policies.                                                                                                                                                                                  Migrate to the authentication methods policy                                                         Migrate to the authentication methods policy                                                         https://learn.microsoft.com/entra/identity/authentication/how-to-authentication-methods-manage                                                                                               b2c0685a-6ad1-4a37-9ae6-f398063aed0e  Legacy MFA and SSPR policies for authentication is being retired                                      https://azure.microsoft.com/updates/retirement-notice-transition-to-the-authentication-methods-policy-for-azure-active-directory/                                                                      Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure Storage Track 1 SDK for C++ is being retired                                                    Legacy Azure Storage C++ client libraries are being retired.                                                                                                                                                                                                                                                                                                                                                                      Migrating from legacy versions                                                                       Migrating from legacy versions                                                                       https://github.com/Azure/azure-sdk-for-cpp/blob/main/sdk/storage/MigrationGuide.md                                                                                                           e9d21d20-53d1-4807-948c-70577c79fc18  Track 1 SDK for C++ (Storage Account) is being retired                                                https://azure.microsoft.com/updates/retirement-notice-the-legacy-azure-storage-c-client-libraries-will-be-retired-on-29-march-2025/                                                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Data Sync (Azure SQL) is being retired                                                                Data Sync (Azure SQL) is being retired. Consider migrating to alternative data replication or synchronization solutions.                                                                                                                                                                                                                                                                                                          Migrate to alternative solutions                                                                     Migrate to alternative solutions                                                                     https://learn.microsoft.com/azure/azure-sql/database/sql-data-sync-retirement-migration?view=azuresql                                                                                        f3d3e057-d647-40e4-9905-f085e4a70ff7  Data Sync (Azure SQL) is being retired                                                                https://azure.microsoft.com/updates/v2/SQL-Data-Sync-Retirement                                                                                                                                        Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Synapse Dedicated Pool requires using Transport Layer Security (TLS) 1.2 or later                     Synapse Dedicated Pool is moving toward requiring the use of the Transport Layer Security (TLS) 1.2 or later                                                                                                                                                                                                                                                                                                                      Configure TLS 1.2 protocol or higher                                                                 Configure TLS 1.2 protocol or higher                                                                 https://learn.microsoft.com/azure/synapse-analytics/security/connectivity-settings                                                                                                           16bf9891-791a-40e1-95fc-c70d44102790  Synapse Dedicated Pool requires using Transport Layer Security (TLS) 1.2 or later                     https://learn.microsoft.com/azure/synapse-analytics/security/connectivity-settings                                                                                                                     Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Ubuntu 20.04 LTS support is being retired                                                             Ubuntu 20.04 LTS support is being retired.                                                                                                                                                                                                                                                                                                                                                                                        Migrate to Batch-supported VM image                                                                  Migrate to Batch-supported VM image                                                                  https://learn.microsoft.com/azure/batch/batch-pool-vm-sizes#supported-vm-images                                                                                                              7c4f5f17-03a6-4bc7-b59d-4e565f8dba87  Ubuntu 20.04 LTS support is being retired                                                             https://azure.microsoft.com/updates/support-for-ubuntu-2004-lts-for-batch-pools-will-be-retired-on-23-april-2025/                                                                                      Medium                <nil>           <nil>                  microsoft.containerservice/managedclusters
Azure IoT Hub requires using Transport Layer Security (TLS) 1.2 or later                              Azure IoT Hub is moving toward requiring the use of the Transport Layer Security (TLS) 1.2 or later                                                                                                                                                                                                                                                                                                                               Configure TLS 1.2 protocol or higher                                                                 Configure TLS 1.2 protocol or higher                                                                 https://learn.microsoft.com/azure/iot-hub/iot-hub-tls-support#checking-tls-versions-for-iot-hub-devices                                                                                      20ee0573-9812-4a4b-8749-672134146860  Azure IoT Hub requires using Transport Layer Security (TLS) 1.2 or later                              https://learn.microsoft.com/azure/iot-hub/iot-hub-tls-support#checking-tls-versions-for-iot-hub-devices                                                                                                Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Connector for AWS is being retired                                                                    The Connector for AWS, once built to consolidate Microsoft Azure and AWS cloud cost data in Microsoft Cost Management, is retiring.                                                                                                                                                                                                                                                                                               Transition to alternative cost management                                                            Transition to alternative cost management                                                            https://azure.microsoft.com/updates/crossclouddeprecation/                                                                                                                                   7df1bef9-a733-4651-8dc4-3861cc67056e  Connector for AWS is being retired                                                                    https://azure.microsoft.com/updates/crossclouddeprecation/                                                                                                                                             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Long audio API is being retired                                                                       The Long Audio API of Azure AI Speech is being retired.                                                                                                                                                                                                                                                                                                                                                                           Migrate code from Long Audio API to Batch synthesis API                                              Migrate code from Long Audio API to Batch synthesis API                                              https://learn.microsoft.com/azure/ai-services/speech-service/migrate-to-batch-synthesis                                                                                                      7e42bc25-4cf7-47fc-a125-ef619cf7c6aa  Long audio API is being retired                                                                       https://azure.microsoft.com/updates/long-audio-api-will-be-retired-on-31-march-2027-migrate-to-the-new-batch-synthesis-api/                                                                            Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure Diagnostic Extensions is being retired                                                          Azure Diagnostic Extensions for Windows and Linux (WAD/LAD) is retiring and will no longer be supported by Microsoft. This also includes the collection of diagnostic extension data from Azure Storage accounts imported into Log Analytics workspaces.                                                                                                                                                                          Start using the Azure Monitor Agent                                                                  Start using the Azure Monitor Agent                                                                  https://azure.microsoft.com/updates/v2/Azure-Diagnostics-Extensions-retiring-march-31-2026                                                                                                   8db086d4-6f1e-4459-86c1-7e83e4c436a9  Azure Diagnostic Extensions is being retired                                                          https://azure.microsoft.com/updates/v2/Azure-Diagnostics-Extensions-retiring-march-31-2026                                                                                                             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Memory Optimized Data Flows is being retired                                                          Azure Data Factory Memory Optimized Data Flows is being retired. Going forward, all Azure Data Factory Data Flows will use the General Purpose SKU that will provide performance that is superior to current Memory Optimized and at the General Purpose price.                                                                                                                                                                   Update to supported version                                                                          Update to supported version                                                                          https://azure.microsoft.com/updates?id=were-retiring-memory-optimized-data-flows-in-azure-data-factory-use-general-purpose-for-better-performance-at-a-lower-price                           8df0d8ad-a3c9-49d0-bf72-f6a3d4793e0a  Memory Optimized Data Flows is being retired                                                          https://azure.microsoft.com/updates/were-retiring-memory-optimized-data-flows-in-azure-data-factory-use-general-purpose-for-better-performance-at-a-lower-price/                                       Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Spatial Analysis Edge Container (Azure Computer Vision) is abc                                        Azure AI Vision is retiring Image Analysis 4.0 Custom Image Classification, Custom Object Detection, Product Recognition and Segment (Background Removal) Preview APIs, and Spatial Analysis Edge container.                                                                                                                                                                                                                      Transition to Azure AI Custom Vision service                                                         Transition to Azure AI Custom Vision service                                                         https://learn.microsoft.com/azure/ai-services/custom-vision-service/                                                                                                                         9d6adf74-3145-4143-87a8-004761ddc336  Spatial Analysis Edge Container (Azure Computer Vision) is abc                                        https://azure.microsoft.com/updates/v2/azure-vision-api-retirements                                                                                                                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Computer Vision API versions - v1.0, v2.0, v2.1, v3.0. v3.1 are retiring                              Computer Vision v1.0, v2.0, v2.1, v3.0, and v3.1 APIs are retiring.  You need to migrate your Azure Computer Vision workloads to Computer Vision 3.2 API.                                                                                                                                                                                                                                                                         Migrate your workloads                                                                               Migrate your workloads                                                                               https://learn.microsoft.com/azure/ai-services/computer-vision/whats-new#computer-vision-32-preview-deprecation                                                                               9eab4f1a-2e46-431b-8610-1690b42cdf15  Computer Vision API versions - v1.0, v2.0, v2.1, v3.0. v3.1 are retiring                              https://azure.microsoft.com/updates/computer-vision-api-retirements-13-9-2026/                                                                                                                         Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure HDInsight on Azure Kubernetes Service (AKS) is being retired                                    We are retiring Azure HDInsight on AKS. The remaining clusters on your subscription are being stopped and removed from the host.                                                                                                                                                                                                                                                                                                  Migrate your workloads from Azure HDInsight on AKS to Microsoft Fabric                               Migrate your workloads from Azure HDInsight on AKS to Microsoft Fabric                               https://go.microsoft.com/fwlink/?linkid=2283779                                                                                                                                              131bb7a7-0fc4-426f-a534-4997abbf5a56  Azure HDInsight on Azure Kubernetes Service (AKS) is being retired                                    https://azure.microsoft.com/updates?id=azure-hdinsight-on-aks-retirement                                                                                                                               Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Speaker Recognition is being retired                                                                  Azure AI Speaker Recognition is retiring, and your applications will no longer be able to access its APIs.                                                                                                                                                                                                                                                                                                                        Migrate to another solution                                                                          Migrate to another solution                                                                          https://azure.microsoft.com/updates?id=Azure-AI-Speaker-Recognition-Retirement                                                                                                               280a970d-4e21-4ff6-a8a2-c9ce32d4476a  Speaker Recognition is being retired                                                                  https://azure.microsoft.com/updates/v2/Azure-AI-Speaker-Recognition-Retirement                                                                                                                         Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
NCv3 VM Family Support - Azure Batch is being retired                                                 Microsoft Azure is retiring support for NCv3-series VMs, including Standard_NC24rs_v3, Standard_NC6s_v3, Standard_NC12s_v3, and Standard_NC24s_v3. Azure Batch follows Microsoft Azure support retirement dates for NCv3-series VM support in Batch pools.                                                                                                                                                                        Migrate your Batch pools                                                                             Migrate your Batch pools                                                                             https://azure.microsoft.com/updates?id=NCv3-series-VM-family-support-in-azure-batch-pools-retirement                                                                                         475ee3a1-e973-4a80-9f41-7f5fafc48e93  NCv3 VM Family Support - Azure Batch is being retired                                                 https://azure.microsoft.com/updates/v2/NCv3-series-VM-family-support-in-azure-batch-pools-retirement                                                                                                   Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure vFXT is being retired                                                                           Azure vFXT is being retired.                                                                                                                                                                                                                                                                                                                                                                                                      Stop using Azure vFXT                                                                                Stop using Azure vFXT                                                                                https://azure.microsoft.com/updates?id=vfxtretirement                                                                                                                                        493edc65-7483-4167-9afa-166578603a02  Azure vFXT is being retired                                                                           https://azure.microsoft.com/updates/vfxtretirement/                                                                                                                                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
S2, S3, and S4 price instances are being retired                                                      Azure AI Translator S2-S4 billing instances are retiring.                                                                                                                                                                                                                                                                                                                                                                         Migrate to Commitment Tiers.                                                                         Migrate to Commitment Tiers.                                                                         https://learn.microsoft.com/azure/ai-services/commitment-tier                                                                                                                                627cfbef-2bd0-4f15-8394-65b1f720ba78  S2, S3, and S4 price instances are being retired                                                      https://azure.microsoft.com/updates/azure-ai-translator-s2s4-billing-instances-will-be-retired-on-1-october-2026-transition-to-commitment-tiers-for-discounted-pr/                                     Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Track 0 and 1 SDKs and SBMP protocol is being retired                                                 Azure Service Bus SDK libraries WindowsAzure.ServiceBus, Microsoft.Azure.ServiceBus, and com.microsoft.azure.servicebus are being retired.                                                                                                                                                                                                                                                                                        Migrate to the latest Azure SDK libraries                                                            Migrate to the latest Azure SDK libraries                                                            https://azure.microsoft.com/updates/retirement-notice-update-your-azure-service-bus-sdk-libraries-by-30-september-2026/                                                                      893d7b43-6c98-46df-9ec7-e8740fafca5b  Track 0 and 1 SDKs and SBMP protocol is being retired                                                 https://azure.microsoft.com/updates/retirement-notice-update-your-azure-service-bus-sdk-libraries-by-30-september-2026/                                                                                Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Low Priority VMs (Azure Batch) is being retired                                                       Low Priority VMs (Azure Batch) are being retired.                                                                                                                                                                                                                                                                                                                                                                                 Transition using Spot VMs                                                                            Transition using Spot VMs                                                                            https://aka.ms/lowpriorityvmsmigration                                                                                                                                                       95cf41d3-59c4-4303-8110-8674145ea198  Low Priority VMs (Azure Batch) is being retired                                                       https://azure.microsoft.com/updates/azure-batch-low-priority-vms-will-be-retired-on-30-september-2025/                                                                                                 Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Custom image pools using VHD blobs in Azure Storage and Azure Managed Images is being retired         To align with modern Azure offerings and improve reliability and scale, Azure Batch is retiring support for custom image pools using VHD blobs in Azure Storage and Azure Managed Images.                                                                                                                                                                                                                                         Migrate Azure Batch custom image pools to Azure Compute Gallery                                      Migrate Azure Batch custom image pools to Azure Compute Gallery                                      https://learn.microsoft.com/azure/batch/batch-custom-image-pools-to-azure-compute-gallery-migration-guide                                                                                    99d5780e-d9c0-42b5-8e21-1c24e6bec406  Custom image pools using VHD blobs in Azure Storage and Azure Managed Images is being retired         https://azure.microsoft.com/updates/batch-custom-image-pools-using-vhd-or-managed-images-will-be-retired-on-31-march-2024/                                                                             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Creator Feature State APIs (Azure Maps) is being retired                                              Azure Maps Feature State Services is retiring.  After retirement date, any Feature State configurations created will be deleted and client applications will no longer receive Feature State updates.                                                                                                                                                                                                                             Discontinue use of the Feature State services                                                        Discontinue use of the Feature State services                                                        https://azure.microsoft.com/updates?id=important-notice-azure-product-retirement-end-of-life-announcement-of-azure-maps-creator-feature-state-service-versions-31-ma                         582dd46b-6dd9-4f7c-8499-7e4b3c8d3666  Creator Feature State APIs (Azure Maps) is being retired                                              https://azure.microsoft.com/updates/important-notice-azure-product-retirement-end-of-life-announcement-of-azure-maps-creator-feature-state-service-versions-31-ma/                                     Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Ubuntu 18.04 on Azure Kubernetes Service is being retired                                             To avoid service disruptions, scaling restrictions, and remain supported; upgrade to a supported Kubernetes version.                                                                                                                                                                                                                                                                                                              Transition to a supported Ubuntu version                                                             Transition to a supported Ubuntu version                                                             https://learn.microsoft.com/eazure/aks/upgrade-aks-cluster?tabs=azure-cli                                                                                                                    66e6be23-79fa-464a-b1b6-dfce922075c3  Ubuntu 18.04 on Azure Kubernetes Service is being retired                                             https://azure.microsoft.com/updates/?id=485790                                                                                                                                                         Medium                <nil>           <nil>                  microsoft.containerservice/managedclusters
Azure Maps Route APIs version 1.0 is being retired                                                    Azure Maps Route APIs version 1.0 isn't supported and API requests fail.                                                                                                                                                                                                                                                                                                                                                          Transition to Azure Maps Route APIs version 2025-01-01                                               Transition to Azure Maps Route APIs version 2025-01-01                                               https://learn.microsoft.com/azure/azure-maps/migrate-route-v1-api                                                                                                                            6801eb05-04b6-4b81-ae58-c16e764dcfc2  Azure Maps Route APIs version 1.0 is being retired                                                    https://azure.microsoft.com/updates/?id=485819                                                                                                                                                         Medium                <nil>           <nil>                  microsoft.maps/accounts
Ubuntu 20.04 on Azure Kubernetes Service is retiring                                                  To avoid service disruptions, scaling restrictions, and remain supported; upgrade to a supported Kubernetes version.                                                                                                                                                                                                                                                                                                              Transition to a supported Ubuntu version                                                             Transition to a supported Ubuntu version                                                             https://learn.microsoft.com/azure/aks/upgrade-aks-ipam-and-dataplane                                                                                                                         863d09bd-e767-472b-9980-f32709414ade  Ubuntu 20.04 on Azure Kubernetes Service is retiring                                                  https://azure.microsoft.com/updates/?id=485172                                                                                                                                                         Medium                <nil>           <nil>                  microsoft.containerservice/managedclusters
Upgrade the Azure Device Update for IoT Hub SDK to the latest version                                 When a Device Update for IoT Hub instance uses an outdated version of the SDK, it doesn't get the latest upgrades. Upgrade the Device Update for IoT Hub SDK to the latest version.                                                                                                                                                                                                                                               Update Device Update for IoT Hub SDK to the latest version                                           Update Device Update for IoT Hub SDK to the latest version                                           https://aka.ms/adusdk                                                                                                                                                                        63f181a7-95a9-42be-9443-34ea8a5b4d3e  Upgrade the Azure Device Update for IoT Hub SDK to the latest version                                 https://learn.microsoft.com/azure/iot-hub-device-update/understand-device-update                                                                                                                       Medium                <nil>           <nil>                  microsoft.devices/iothubs
Docker Content Trust (DCT) is retiring and no longer available in Container Registry                  With advancements in technology, Docker Content Trust (DCT) no longer meets the requirements of modern supply chain security for containers. As a result, DCT is being retired and no longer available in Container Registry.                                                                                                                                                                                                     Transition to the Notary Project ecosystem                                                           Transition to the Notary Project ecosystem                                                           https://azure.microsoft.com/updates/?id=485241                                                                                                                                               1ce751c6-35b8-4468-ac4b-d3052a1ae511  Docker Content Trust is retiring and no longer available in Container Registry                        https://azure.microsoft.com/updates/?id=485241                                                                                                                                                         Medium                <nil>           <nil>                  microsoft.containerregistry/registries
The Docker Compose public preview feature is being retired                                            After the retirement date, unless migrated to sidecar containers, Docker Compose applications face disruptions resulting in errors for HTTP status code of 5xx.                                                                                                                                                                                                                                                                   Transition to the sidecar container                                                                  Transition to the sidecar container                                                                  https://aka.ms/docker-compose-migration                                                                                                                                                      1e5918be-a282-454f-8744-bb266a2f3987  The Docker Compose public preview feature is being retired                                            https://azure.microsoft.com/updates/?id=485167                                                                                                                                                         Medium                <nil>           <nil>                  microsoft.web/sites
Azure Kubernetes Service on Windows Server 2019 and Windows Server 2022 is being retired              Deploying, upgrading, and scaling Azure Kubernetes Service on Windows Server 2019 and Windows Server 2022 is blocked.                                                                                                                                                                                                                                                                                                             Transition to a supported Azure Kubernetes Service on Azure Local                                    Transition to a supported Azure Kubernetes Service on Azure Local                                    https://aka.ms/AKS-WS-Arch-Retirement                                                                                                                                                        21cd3357-484c-40e7-9714-ec74661c96c5  Azure Kubernetes Service on Windows Server 2019 and Windows Server 2022 is being retired              https://azure.microsoft.com/updates?filters=%5B%22Retirements%22%5D                                                                                                                                    Medium                <nil>           <nil>                  microsoft.kubernetes/connectedclusters
Kubenet networking for Azure Kubernetes Service (AKS) is being retired                                After the retirement date, workloads running on kubenet networking for AKS aren't supported.                                                                                                                                                                                                                                                                                                                                      Upgrade to Azure Container Networking Interface (CNI) overlay                                        Upgrade to Azure Container Networking Interface (CNI) overlay                                        https://learn.microsoft.com/azure/aks/upgrade-aks-ipam-and-dataplane                                                                                                                         4686c4de-4652-475b-95a5-08f6518424a9  Kubenet networking for Azure Kubernetes Service (AKS) is retiring                                     https://azure.microsoft.com/updates/?id=485172                                                                                                                                                         Medium                <nil>           <nil>                  microsoft.containerservice/managedclusters
